MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Fence,Mo Sold,Yr Sold,Sale Type,SalePrice,Year Remod/Add Cats,Low Qual SF Cat,Garage Yr Blt Class,Porch Cat,Screen Porch Cat
60,RL,96.0,11308,Pave,None,IR,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936.0,Unf,0.0,168.0,1104.0,GasA,Ex,Y,SBrkr,1130,1054,2184,1.0,0.0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,3.0,836.0,TA,TA,Y,0,102,0,Non,7,2009,WD ,12.721885810807203,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
60,RL,80.0,10480,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,Hip,CompShg,Plywood,Plywood,HasMasVnr,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Unf,0.0,400.0,803.0,GasA,TA,Y,SBrkr,1098,866,1964,0.0,0.0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,RFn,2.0,483.0,TA,TA,Y,0,69,0,Non,9,2008,WD ,12.230765258120545,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
120,RL,35.0,5118,Pave,None,IR,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,926.0,Unf,0.0,386.0,1312.0,GasA,Gd,Y,SBrkr,1321,0,1321,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,RFn,2.0,484.0,TA,TA,Y,0,64,140,Non,8,2007,WD ,12.26434155365415,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
120,RM,44.0,3811,Pave,None,IR,HLS,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,Hip,CompShg,CemntBd,CmentBd,HasMasVnr,186.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,221.0,1594.0,GasA,Ex,Y,SBrkr,1646,0,1646,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,525.0,TA,TA,Y,128,53,0,Non,5,2010,WD ,12.4130868149145,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,HasScreenPorch
20,RL,0.0,10825,Pave,None,IR,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1983,Gable,CompShg,WdShing,Plywood,HasMasVnr,174.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,747.0,Unf,0.0,513.0,1260.0,GasA,TA,Y,SBrkr,1260,0,1260,1.0,0.0,2,0,3,1,TA,6,Typ,0,None,Attchd,Unf,2.0,598.0,TA,TA,Y,152,0,0,Non,7,2008,WD ,12.111212364506214,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
50,RM,50.0,5500,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,234.0,ALQ,692.0,0.0,926.0,GasA,TA,Y,SBrkr,926,0,1316,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,Unf,2.0,484.0,TA,TA,Y,0,0,0,Non,4,2010,WD ,11.77528972943772,Blt/Remod<10 yrs,UnfinishedSF<500,Before 2000,No3SeasonPorch,NoScreenPorch
70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,264.0,264.0,GasA,Ex,Y,SBrkr,768,664,1432,0.0,0.0,2,0,2,1,TA,7,Typ,0,None,Detchd,Unf,2.0,360.0,TA,Gd,Y,270,0,112,GdPrv,5,2007,WD ,11.790557201568507,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,75.0,9317,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,497.0,Unf,0.0,282.0,779.0,GasA,Ex,Y,SBrkr,1029,929,1958,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,499.0,TA,TA,Y,202,93,0,Non,7,2007,CWD,12.301382825334498,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,0.0,11838,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1753.0,1753.0,GasA,Ex,Y,SBrkr,1788,0,1788,0.0,0.0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,RFn,2.0,522.0,TA,TA,Y,202,151,0,Non,6,2009,WD ,12.373703486914124,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
60,FV,75.0,8004,Pave,None,IR,Lvl,Inside,Gtl,Somerst,RR,Norm,1Fam,2Story,8,5,2009,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544.0,Unf,0.0,288.0,832.0,GasA,Ex,Y,SBrkr,832,1103,1935,1.0,0.0,2,1,3,1,TA,8,Typ,0,None,BuiltIn,Fin,2.0,552.0,TA,TA,Y,0,150,0,Non,12,2009,New,12.481561937216318,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
50,RM,60.0,6876,Pave,None,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1938,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1272.0,1272.0,GasA,TA,Y,SBrkr,1272,0,1969,0.0,0.0,2,0,4,1,TA,9,Min1,1,Gd,Detchd,Unf,2.0,400.0,TA,TA,Y,0,34,0,Non,11,2008,COD,11.856515169360305,Blt/Remod>20 yrs,UnfinishedSF>500,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,0.0,8396,Pave,None,IR,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,196.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,1139,1986,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,2.0,434.0,TA,TA,Y,120,48,0,Non,5,2008,WD ,12.269047444691562,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,73.0,9803,Pave,None,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1214.0,1214.0,GasA,Ex,Y,SBrkr,1214,0,1214,0.0,0.0,2,0,2,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,520.0,TA,TA,Y,0,25,0,Non,1,2010,New,12.09949472246591,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
120,RL,48.0,6240,Pave,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,Hip,CompShg,MetalSd,MetalSd,HasMasVnr,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,846.0,Unf,0.0,496.0,1342.0,GasA,Ex,Y,SBrkr,1342,0,1342,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,550.0,TA,TA,Y,0,35,0,Non,6,2008,WD ,12.364144200100668,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,0.0,15498,Pave,None,IR,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,Hip,NonCompShg,Stone,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165.0,LwQ,400.0,0.0,1565.0,GasA,TA,Y,SBrkr,2898,0,2898,1.0,0.0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,Fin,2.0,665.0,TA,TA,Y,0,72,174,Non,5,2008,COD,12.567237494741757,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,0.0,12891,Pave,None,IR,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,651.0,Unf,0.0,219.0,870.0,GasA,Ex,Y,SBrkr,878,1126,2004,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,3.0,644.0,TA,TA,Y,0,48,0,Non,7,2009,WD ,12.458774999085929,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
30,RM,60.0,6180,Pave,None,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,TA,N,SBrkr,986,0,986,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1.0,180.0,TA,TA,Y,0,128,0,Non,5,2007,WD ,11.532728092266408,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
45,RM,57.0,7449,Pave,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,637.0,637.0,GasA,Ex,Y,Fuse,1108,0,1108,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,Unf,1.0,280.0,TA,TA,N,0,0,205,GdPrv,6,2007,WD ,11.845102777308561,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
50,RL,60.0,10410,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,TA,Y,SBrkr,694,520,1214,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,Unf,3.0,936.0,TA,TA,Y,216,0,160,MnPrv,1,2006,WD ,11.56171562913966,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,95.0,15865,Pave,None,IR,Lvl,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,Flat,NonCompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351.0,Rec,823.0,1043.0,2217.0,GasA,Ex,Y,SBrkr,2217,0,2217,1.0,0.0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,Unf,2.0,621.0,TA,TA,Y,81,207,0,Non,10,2007,WD ,12.498742259492994,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,HasScreenPorch
80,RL,0.0,19690,Pave,None,IR,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1966,Flat,NonCompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Av,Unf,0.0,Unf,0.0,697.0,697.0,GasA,TA,Y,SBrkr,1575,626,2201,0.0,0.0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,Unf,2.0,432.0,Gd,Gd,Y,586,236,0,GdPrv,8,2006,WD ,12.524417279788771,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
120,RL,43.0,3182,Pave,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1204.0,1220.0,GasA,Ex,Y,SBrkr,1220,0,1220,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,397.0,TA,TA,Y,100,16,0,Non,8,2009,WD ,12.100712129872347,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
70,RM,60.0,9600,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,141.0,Unf,0.0,548.0,689.0,GasA,Ex,Y,SBrkr,689,689,1378,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2.0,360.0,TA,TA,N,0,0,116,Non,10,2008,WD ,11.9891596439666,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,60.0,11100,Pave,None,Reg,Low,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Non,Non,Non,Non,0.0,Non,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,930,0,930,0.0,0.0,1,0,2,1,Gd,6,Typ,0,None,Detchd,Unf,1.0,308.0,TA,TA,Y,0,0,0,Non,4,2010,WD ,11.349229372299439,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
190,RL,70.0,13587,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,5,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,532.0,Unf,0.0,456.0,988.0,GasA,TA,Y,SBrkr,988,0,988,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,Non,4,2010,WD ,11.686878772093667,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,85.0,11447,Pave,None,IR,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,674.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1571.0,Unf,0.0,393.0,1964.0,GasA,Ex,Y,SBrkr,1964,0,1964,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,892.0,TA,TA,Y,0,265,0,Non,6,2008,WD ,12.821258284620408,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,64.0,7242,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1270.0,1270.0,GasA,Ex,Y,SBrkr,1270,0,1270,0.0,0.0,2,0,2,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,524.0,TA,TA,Y,0,96,0,Non,7,2007,WD ,12.077670930725649,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
90,RL,64.0,7018,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,Non,Non,Non,Non,0.0,Non,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1120,1120,2240,0.0,0.0,2,0,6,2,TA,12,Typ,0,None,Detchd,Unf,2.0,528.0,TA,TA,Y,154,0,0,Non,6,2009,WD ,11.870271183889114,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
120,RL,50.0,9466,Pave,None,IR,Lvl,FR,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,457.0,ALQ,1037.0,0.0,1494.0,GasA,Ex,Y,SBrkr,1494,0,1494,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,478.0,TA,TA,Y,0,30,0,Non,5,2007,WD ,12.541472879190051,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,HasScreenPorch
20,RL,70.0,8400,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1957,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,623.0,Unf,0.0,556.0,1179.0,GasA,Gd,Y,SBrkr,1364,0,1364,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1.0,331.0,TA,TA,Y,0,60,0,GdPrv,3,2006,WD ,11.790557201568507,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,0.0,11050,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,Hip,CompShg,VinylSd,VinylSd,HasMasVnr,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904.0,Unf,0.0,536.0,1440.0,GasA,Ex,Y,SBrkr,1476,677,2153,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Ex,Attchd,Fin,3.0,736.0,TA,TA,Y,253,142,0,Non,5,2009,WD ,12.65395846952229,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
50,C (all),60.0,11040,Pave,None,Reg,Low,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,637.0,Unf,0.0,0.0,637.0,GasA,Gd,Y,SBrkr,897,439,1336,0.0,0.0,1,1,3,1,TA,7,Typ,0,None,CarPort,Unf,1.0,570.0,TA,TA,Y,0,47,120,Non,9,2006,COD,11.589886506106357,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,60.0,6931,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,746.0,746.0,GasA,Ex,Y,SBrkr,760,896,1656,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2.0,397.0,TA,TA,Y,178,128,0,Non,7,2008,WD ,12.016122061571728,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
60,RL,65.0,12438,Pave,None,IR,Lvl,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,68.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,781.0,781.0,GasA,Ex,Y,SBrkr,795,704,1499,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,473.0,TA,TA,Y,413,91,0,Non,8,2006,WD ,12.138863895836725,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,174.0,15138,Pave,None,IR,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689.0,Unf,0.0,773.0,1462.0,GasA,Ex,Y,SBrkr,1490,1304,2794,1.0,0.0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,Fin,3.0,810.0,TA,TA,Y,0,146,202,Non,7,2009,WD ,12.90669184092882,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,0.0,12046,Pave,None,IR,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1976,Gable,CompShg,Plywood,Plywood,HasMasVnr,298.0,TA,TA,CBlock,TA,TA,No,LwQ,156.0,Unf,0.0,692.0,848.0,GasA,TA,Y,SBrkr,1118,912,2030,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,Fin,2.0,551.0,TA,TA,Y,0,224,0,Non,6,2007,WD ,12.180754837545884,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
80,RL,100.0,9600,Pave,None,IR,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961,Hip,CompShg,WdShing,Wd Shng,HasMasVnr,291.0,TA,TA,CBlock,TA,TA,Av,ALQ,600.0,Unf,0.0,618.0,1218.0,GasA,TA,Y,SBrkr,1254,0,1254,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,2.0,525.0,TA,TA,Y,0,0,0,Non,5,2007,WD ,11.973509872299472,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,HasScreenPorch
60,RL,90.0,11367,Pave,None,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932.0,Unf,0.0,133.0,1065.0,GasA,Ex,Y,SBrkr,1091,898,1989,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,586.0,TA,TA,Y,199,60,0,Non,11,2006,WD ,12.449018824140563,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
20,RL,56.0,26073,Pave,None,IR,Lvl,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,782.0,1898.0,GasA,Ex,Y,Fuse,1898,0,1898,0.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,Unf,2.0,484.0,TA,TA,Y,0,51,224,MnPrv,4,2008,WD ,12.373703486914124,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,65.0,7150,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,Hip,CompShg,HdBoard,HdBoard,HasMasVnr,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,GasA,TA,Y,SBrkr,988,0,988,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,1.0,360.0,TA,TA,Y,0,0,0,Non,11,2007,WD ,11.769503792370676,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,100.0,15602,Pave,None,IR,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247.0,Unf,0.0,254.0,1501.0,GasA,TA,Y,SBrkr,1801,0,1801,1.0,0.0,2,0,1,1,TA,6,Typ,2,TA,Attchd,Fin,2.0,484.0,TA,TA,Y,0,54,0,GdWo,3,2010,WD ,12.57418196709457,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,HasScreenPorch
90,RL,76.0,10260,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Non,Non,Non,Non,0.0,Non,0.0,0.0,0.0,GasA,TA,Y,SBrkr,936,936,1872,0.0,0.0,2,2,4,2,TA,8,Typ,0,None,Attchd,Unf,2.0,484.0,TA,TA,Y,0,0,0,Non,11,2008,WD ,11.512925464970229,Blt/Remod>20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
60,RL,0.0,12728,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,256.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1198.0,Unf,0.0,333.0,1531.0,GasA,Ex,Y,SBrkr,1531,908,2439,1.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,560.0,TA,TA,Y,184,121,0,Non,1,2007,WD ,12.524526376648708,Blt/Remod<10 yrs,Finished,After 2000,No3SeasonPorch,NoScreenPorch
60,RL,96.0,11690,Pave,None,IR,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,VinylSd,HasMasVnr,192.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,850.0,850.0,GasA,Ex,Y,SBrkr,886,878,1764,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Unf,2.0,560.0,TA,TA,Y,120,29,0,Non,6,2008,WD ,12.240474072247506,Blt/Remod<10 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
20,RL,71.0,9230,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,Hip,CompShg,MetalSd,MetalSd,HasMasVnr,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0.0,203.0,864.0,GasA,Gd,Y,SBrkr,1200,0,1200,1.0,0.0,1,1,1,1,Gd,6,Typ,0,None,Detchd,Unf,2.0,884.0,TA,TA,Y,0,64,0,MnPrv,10,2006,WD ,11.891361900690473,Blt/Remod 10-20 yrs,Finished,Before 2000,No3SeasonPorch,NoScreenPorch
